critics_score,audience_score,title,release_dates,cast,year,alternate_ids
57,34,Dracula 3 - Legacy,"{'dvd': '2005-07-12', 'theater': '2004-12-31'}","Jason Scott Lee,Jason London,Roy Scheider,Rutger Hauer,Diane Neal,",2004,{u'imdb': u'1138489'}
92,84,Vera Drake,"{'dvd': '2005-03-29', 'theater': '2004-10-10'}","Imelda Staunton,Philip Davis,Peter Wight,Adrian Scarborough,Heather Craney,",2004,{u'imdb': u'0869994'}
55,61,Duane Hopwood,"{'dvd': '2006-04-25', 'theater': '2005-01-20'}","David Schwimmer,Janeane Garofalo,Judah Friedlander,Susan Lynch,Dick Cavett,",2004,{u'imdb': u'1124388'}
-1,84,Dead Leaves,"{'dvd': '2004-09-28', 'theater': '2004-09-28'}","Hiroyuki Imaishi,Chad Fifer,Hal Lublin,Jason Lee,Jason Miller,",2004,{u'imdb': u'0892255'}
-1,78,Dragon's World: A Fantasy Made Real (The Last Dragon),"{'dvd': '2005-04-05', 'theater': '2005-03-20'}","Paul Hilton,Katrine Bach,Aidan Woodward,",2004,{u'imdb': u'1068649'}
65,54,We Don't Live Here Anymore,"{'dvd': '2004-12-14', 'theater': '2004-08-13'}","Mark Ruffalo,Laura Dern,Peter Krause,Naomi Watts,Sam Charles,",2004,{u'imdb': u'0374569'}
-1,63,Ring of the Nibelungs (Dark Kingdom: The Dragon King)(Sword of Xanten),"{'dvd': '2006-03-28', 'theater': '2006-03-01'}","Kristanna Loken,Benno Furmann,Alicia Witt,Julian Sands,Max von Sydow,",2004,{u'imdb': u'1001562'}
93,94,Eternal Sunshine Of The Spotless Mind,"{'dvd': '2004-09-28', 'theater': '2004-03-19'}","Jim Carrey,Kate Winslet,Tom Wilkinson,Mark Ruffalo,Kirsten Dunst,",2004,{u'imdb': u'1014806'}
46,76,Eurotrip,"{'dvd': '2004-06-01', 'theater': '2003-02-01'}","Scott Mechlowicz,Jacob Pitts,Michelle Trachtenberg,Travis Wester,Jeffrey Tambor,",2004,{u'imdb': u'1226681'}
56,63,The Polar Express,"{'dvd': '2005-11-22', 'theater': '2004-11-10'}","Tom Hanks,Michael Jeter,Nona Gaye,Peter Scolari,Charles Fleischer,",2004,{u'imdb': u'0963743'}
50,57,Ella Enchanted,"{'dvd': '2004-08-24', 'theater': '2004-04-09'}","Anne Hathaway,Hugh Dancy,Cary Elwes,Patrick Bergin,Vivica A. Fox,",2004,{u'imdb': u'1323946'}
7,27,Envy,"{'dvd': '2004-09-28', 'theater': '2004-04-30'}","Ben Stiller,Jack Black,Rachel Weisz,Amy Poehler,Christopher Walken,",2004,{u'imdb': u'1068641'}
97,86,Enron: The Smartest Guys in the Room,"{'dvd': '2006-01-17', 'theater': '2005-04-29'}","Peter Coyote,Amanda Martin-Brock,Andrew Fastow,Bethany McLean,David Freeman,",2004,{u'imdb': u'1092082'}
59,61,Enduring Love,"{'dvd': '2005-05-03', 'theater': '2004-10-29'}","Daniel Craig,Bill Nighy,Susan Lynch,Helen McCrory,Andrew Lincoln,",2004,{u'imdb': u'1065332'}
32,72,Eulogy,"{'dvd': '2005-02-08', 'theater': '2004-10-15'}","Hank Azaria,Jesse Bradford,Zooey Deschanel,Glenne Headly,Famke Janssen,",2004,{u'imdb': u'1183697'}
80,85,Electric Shadows (Meng ying tong nian),"{'dvd': '2006-07-25', 'theater': '2005-12-16'}","Jiang Yihong,Yu Xia,Li Haibin,Guan Xiaotong,Zhang Yijing,",2004,{u'imdb': u'1277728'}
16,61,Eating Out,"{'dvd': '2005-07-26', 'theater': '2004-02-14'}","Scott Lunsford,Jim Verraros,Emily Stiles,Ryan Carnes,Rebekah Kochan,",2004,{u'imdb': u'0330768'}
-1,52,Earthsea,"{'dvd': '2005-03-08', 'theater': '2004-12-13'}","Shawn Ashmore,Kristin Kreuk,Isabella Rossellini,Danny Glover,Sebastian Roche,",2004,{u'imdb': u'1202203'}
84,78,Three...Extremes (Saam gaang yi),"{'dvd': '2006-02-28', 'theater': '2005-10-28'}","Ling Bai,Miriam Yeung Chin Wah,Tony Leung Ka Fai,Pauline Lau,Zabit Memedov,",2004,{u'imdb': u'0435716'}
78,82,Exiles (Exils),"{'dvd': '2006-03-28', 'theater': '2004-05-19'}","Romain Duris,Lubna Azabal,Leila Makhlouf,Habib Cheik,Zouhir Gacem,",2004,{u'imdb': u'1245104'}
-1,85,Elles etaient cinq (The Five of Us),{},"Jacinthe Lague,Julie Deslauriers,Ingrid Falaise,Brigitte Lafleur,Noemie Yelle,",2004,
-1,90,"Ears, Open. Eyeballs, Click.",{'theater': '2005-01-01'},,2004,
-1,67,Transformers Energon - The Return of Megatron,"{'dvd': '2004-10-12', 'theater': '2004-01-31'}","David Kaye,Don Brown,Ellen Kennedy,Gary Chalk,Jim Conrad,",2004,{u'imdb': u'0770796'}
-1,17,Evil Eyes,"{'dvd': '2005-05-02', 'theater': '2004-08-04'}","Adam Baldwin,Jennifer Gates,Mark A. Sheppard,Kristin Lorenz,Udo Kier,",2004,{u'imdb': u'0475860'}
-1,82,Eorin shinbu (My Little Bride),"{'dvd': '2007-06-19', 'theater': '2003-01-01'}","Kim Rae-weon,Mun Geun-yeong,Kim Bo-Gyeong,Ahn Seon-yeong,Kim In-mum,",2004,{u'imdb': u'1029120'}
-1,17,Eric in the Land of Insects (Erik of het klein insectenboek),{'theater': '2004-12-09'},"Jasper Oldenhof,Anne Mieke Ruyten,Jaak Van Assche,Yale Sackman,Lenette van Dongen,",2004,{u'imdb': u'1056435'}
-1,36,Elvis Has Left the Building,"{'dvd': '2005-08-02', 'theater': '2004-01-01'}","Kim Basinger,John Corbett,Sean Astin,Annie Potts,Denise Richards,",2004,{u'imdb': u'0874425'}
-1,0,Erotic Escort Company,{'dvd': '2004-07-06'},"Michelle Bauer,Jay Richardson,",2004,{u'imdb': u'1136913'}
-1,9,Endangered Species (Earth Alien),"{'dvd': '2004-11-16', 'theater': '2004-11-16'}","Al Sapienza,Arnold Vosloo,Eric Roberts,James W. Quinn,John Rhys-Davies,",2004,
-1,0,Elvis Presley: From the Beginning to the End,"{'dvd': '2004-09-21', 'theater': '2004-12-31'}","Elvis Presley,",2004,
-1,60,Edelweiss Pirates (Edelweisspiraten),{'theater': '2004-01-01'},"Ivan Stebunov,Bela B. Felsenheimer,Jochen Nickel,Anna Thalbach,Jan Decleir,",2004,
-1,0,Ecuador vs. El Resto Del Mundo,{},,2004,{u'imdb': u'0903928'}
-1,65,E gia ieri (Stork Day) (It's Already Yesterday),{'theater': '2004-01-16'},"Antonio Albanese,Goya Toledo,Fabio De Luigi,Asuncion Balaguer,Jacobo Dicenta,",2004,
-1,0,Emma och Daniel (Emma and Daniel: The Meeting),{'theater': '2004-10-22'},"Goran Schauman,Maria Gidlof,Marie Richardson,Stasse Soulis,Orjan Landstrom,",2004,{u'imdb': u'1082868'}
-1,50,Elvis Presley - From The Beginning... To The End,{'dvd': '2004-09-20'},"Elvis Presley,",2004,{u'imdb': u'0830515'}
-1,0,El Alfabeto Espanol,{'dvd': '2004-04-12'},,2004,{u'imdb': u'0414426'}
-1,0,El Terror Del Esqueleto,{'dvd': '2004-03-30'},"Robert Arevalo,Angie Pimentel,Judith Ketler,Amado Ramirez,",2004,
-1,75,En el Mundo a Cada Rato,{'theater': '2003-11-18'},,2004,
-1,0,El Gusto es Nuestro,{'theater': '2004-12-31'},"Ana Belen,Joan Manuel Serrat,Miguel Rios,Victor Manuel Dogar,",2004,
-1,0,Elis Regina: MPB Especial 1973,"{'dvd': '1997-12-31', 'theater': '2004-12-31'}","Elis Regina,",2004,{u'imdb': u'1124215'}
-1,0,Exploited - Beat 'Em All,{'dvd': '2004-10-05'},"The Exploited,",2004,
-1,43,Elvis Costello - Elvis Costello and the Imposters: Club Date Live,{'dvd': '2005-04-19'},"Elvis Costello,Emmylou Harris,",2004,{u'imdb': u'1176911'}
-1,100,Electric Edwardians:,"{'dvd': '2006-07-11', 'theater': '2004-01-01'}",,2004,{u'imdb': u'1278240'}
-1,0,El Placer de Mirar,{'dvd': '2006-10-31'},"Luis Gatica,Flavio Peniche,Luis E. Parra,Roberto Millan,",2004,{u'imdb': u'1205600'}
-1,0,Ecrivains des frontieres - Un voyage en Palestine(s),{'theater': '2004-03-10'},,2004,{u'imdb': u'1305907'}
-1,0,Edwin Starr: 25 Miles from Home: Edwin Starr Live,"{'dvd': '2004-10-26', 'theater': '2004-12-31'}","Edwin Starr,",2004,
-1,50,Emma Goldman: An Exceedingly Dangerous Woman,"{'dvd': '2009-06-04', 'theater': '2004-12-31'}","Emma Goldman,",2004,
38,58,Meet The Fockers,"{'dvd': '2005-04-26', 'theater': '2004-12-22'}","Robert De Niro,Ben Stiller,Dustin Hoffman,Barbra Streisand,Blythe Danner,",2004,
83,87,Finding Neverland,"{'dvd': '2005-03-22', 'theater': '2004-11-12'}","Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,Dustin Hoffman,",2004,{u'imdb': u'0119970'}
39,90,Man on Fire,"{'dvd': '2004-09-14', 'theater': '2004-04-21'}","Denzel Washington,Dakota Fanning,Christopher Walken,Giancarlo Giannini,Radha Mitchell,",2004,
83,69,Fahrenheit 9/11,"{'dvd': '2004-10-05', 'theater': '2004-06-25'}","Michael Moore,George W. Bush,Britney Spears,Condoleezza Rice,Dick Cheney,",2004,
81,86,Friday Night Lights,"{'dvd': '2005-01-18', 'theater': '2004-10-08'}","Billy Bob Thornton,Derek Luke,Jay Hernandez,Lucas Black,Garrett Hedlund,",2004,
31,36,The Forgotten,"{'dvd': '2005-01-18', 'theater': '2004-09-24'}","Julianne Moore,Dominic West,Gary Sinise,Alfre Woodard,Linus Roache,",2004,
82,82,Hustle & Flow,"{'dvd': '2006-01-10', 'theater': '2005-07-22'}","Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson,Paula Jai Parker,",2004,
51,50,Vanity Fair,"{'dvd': '2005-02-01', 'theater': '2004-09-01'}","Reese Witherspoon,Romola Garai,James Purefoy,Jonathan Rhys Meyers,Rhys Ifans,",2004,
30,41,Flight of the Phoenix,"{'dvd': '2005-03-01', 'theater': '2004-12-17'}","Dennis Quaid,Tyrese Gibson,Giovanni Ribisi,Miranda Otto,Tony Curran,",2004,
20,84,The Football Factory,"{'dvd': '2005-12-26', 'theater': '2004-05-14'}","Danny Dyer,Frank Harper,Tamer Hassan,Roland Monookian,Neil Maskell,",2004,
-1,92,Farscape: The Peacekeeper Wars,"{'dvd': '2005-01-18', 'theater': '2004-10-17'}","Ben Browder,Claudia Black,Anthony Simcoe,Gigi Edgley,Wayne Pygram,",2004,
-1,34,Frankenstein,{'dvd': '2005-09-13'},,2004,
100,94,Fearless Freaks,"{'dvd': '2005-05-17', 'theater': '2005-05-17'}","The Flaming Lips,Juliette Lewis,Beck,Bradley Beesley,Liz Phair,",2004,
-1,32,Frankenfish,"{'dvd': '2004-10-26', 'theater': '2004-10-09'}","Tomas Arana,Mark Boone Jr.,Muse Watson,Marco St. John,China Chow,",2004,
-1,51,Freddy VS Ghostbusters,{'theater': '2004-05-13'},"J. Michael Weiss,Tim Johnson,Jason Cook,Bradley J. Roddy,Elizabeth Hogan,",2004,
83,59,Freeze Frame,"{'dvd': '2005-01-18', 'theater': '2004-12-10'}","Lee Evans,Sean McGinley,Ian McNeice,Colin Salmon,Rachael Stirling,",2004,
58,90,Fade to Black,"{'dvd': '2005-04-05', 'theater': '2004-11-05'}","Jay-Z,Beyonce Knowles,Mary J. Blige,Foxy Brown,Common,",2004,
-1,89,Inuyasha - Guren no houraijima (Fire on the Mystic Island),{'dvd': '2006-08-01'},"Richard Ian Cox,Moneca Stori,Kirby Morrow,Kelly Sheridan,Willow Johnson,",2004,
37,44,Looking for Kitty,"{'dvd': '2006-10-24', 'theater': '2004-05-06'}","Edward Burns,David Krumholtz,Max Baker,Connie Britton,Kevin Kash,",2004,
-1,82,The Five People You Meet in Heaven,"{'dvd': '2005-02-08', 'theater': '2004-12-05'}","Jon Voight,Ellen Burstyn,Jeff Daniels,Dagmara Dominczyk,Steve Grayhm,",2004,
88,76,"Fond Kiss..., Ae, (Just a Kiss)","{'dvd': '2005-03-15', 'theater': '2004-07-14'}","Atta Yaqub,Eva Birthistle,Ahmad Riaz,Shabana Bakhsh,Shamshad Akhtar,",2004,
-1,0,Five for Fighting - The Battle for Everything,{'dvd': '2005-02-08'},,2004,
33,11,Starship Troopers 2 - Hero of the Federation,"{'dvd': '2004-06-01', 'theater': '2004-06-01'}","Richard Burgi,Lawrence Monoson,Colleen Porch,Ed Lauter,Brenda Strong,",2004,
56,73,Fighter Pilot - Operation Red Flag,"{'dvd': '2005-09-27', 'theater': '2004-12-04'}",,2004,
6,44,Johnson Family Vacation,"{'dvd': '2004-08-10', 'theater': '2004-04-07'}","Cedric the Entertainer,Vanessa L. Williams,Solange Knowles,Bow Wow,Gabby Soleil,",2004,
-1,0,For His Eyes Only: How to Make Sex More Fun for Her,{'dvd': '2004-11-16'},,2004,
-1,0,Fakiren fra Bilbao (The Fakir),{'theater': '2004-12-25'},"Sidse Babett Knudsen,Julie Zangenberg,Aksel Leth,Moritz Bleibtreu,Ole Thestrup,",2004,
-1,0,Fiddle Faddle: 15 Favorites by Leroy Anderson,{'dvd': '2005-02-08'},,2004,{u'imdb': u'1340761'}
-1,0,Flowers For Friends,{},,2004,
-1,0,Fly Fishing for Trout with Harry Murray,{'dvd': '2009-08-11'},"Harry Murray,",2004,{u'imdb': u'0929412'}
-1,0,Four Funny Families,{},,2004,{u'imdb': u'0996966'}
-1,60,Fida,"{'dvd': '2004-12-07', 'theater': '2004-08-20'}","Fardeen Khan,Kareena Kapoor,Kim Sharma,Shahid Kapoor,Shahid Kapur,",2004,
83,66,Mean Girls,"{'dvd': '2004-09-21', 'theater': '2004-04-30'}","Lindsay Lohan,Rachel McAdams,Tina Fey,Tim Meadows,Amy Poehler,",2004,{u'imdb': u'1125914'}
86,88,Garden State,"{'dvd': '2004-12-28', 'theater': '2004-07-28'}","Zach Braff,Natalie Portman,Peter Sarsgaard,Ian Holm,Jean Smart,",2004,{u'imdb': u'1219671'}
64,71,13 Going on 30,"{'dvd': '2006-02-07', 'theater': '2004-04-23'}","Jennifer Garner,Mark Ruffalo,Judy Greer,Andy Serkis,Kathy Baker,",2004,{u'imdb': u'1078600'}
15,38,Garfield - The Movie,"{'dvd': '2004-10-19', 'theater': '2004-06-11'}","Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Debra Messing,Stephen Tobolowsky,",2004,{u'imdb': u'1164985'}
39,47,The Grudge,"{'dvd': '2005-02-01', 'theater': '2004-10-22'}","Sarah Michelle Gellar,Jason Behr,William Mapother,Clea DuVall,KaDee Strickland,",2004,{u'imdb': u'0814005'}
16,69,You Got Served,"{'dvd': '2004-05-18', 'theater': '2004-01-30'}","Marques Houston,Omarion Grandberry,Jarell Houston,DeMario Thornton,Dreux Pierre Frederic,",2004,{u'imdb': u'0431255'}
41,48,Jersey Girl,"{'dvd': '2004-09-07', 'theater': '2004-03-26'}","Ben Affleck,Liv Tyler,Jennifer Lopez,Raquel Castro,George Carlin,",2004,{u'imdb': u'1161444'}
64,81,Ghost in the Shell 2 - Innocence,"{'dvd': '2004-12-28', 'theater': '2004-09-17'}","Akio Otsuka,Naoto Takenaka,Kouichi Yamadera,Tamio Oki,Atsuko Tanaka,",2004,{u'imdb': u'1220226'}
4,21,Godsend,"{'dvd': '2004-08-17', 'theater': '2003-12-01'}","Greg Kinnear,Rebecca Romijn,Robert De Niro,Cameron Bright,Marcia Bennett,",2004,
88,66,Ginger Snaps 2 - Unleashed,"{'dvd': '2004-04-13', 'theater': '2004-04-13'}",,2004,
40,70,Godzilla: Final Wars,"{'dvd': '2005-12-13', 'theater': '2004-11-29'}","Akira Takarada,Rei Kikukawa,Don Frye,Masahiro Matsuoka,",2004,
-1,70,Godzilla: Tokyo S.O.S.,"{'dvd': '2004-12-14', 'theater': '2004-12-14'}","Noboru Kaneko,Miho Yoshioka,Katsuya Onizuka,Koh Takasugi,Chihiro Nagasawa,",2004,{u'imdb': u'0814046'}
25,54,Girl Play,"{'dvd': '2005-08-16', 'theater': '2004-07-11'}",,2004,
-1,40,G.I. Joe - Valor Vs. Venom,"{'dvd': '2004-09-14', 'theater': '2004-09-14'}",,2004,{u'imdb': u'1262945'}
-1,12,Ghost Game,"{'dvd': '2006-06-27', 'theater': '2004-11-15'}","Alexandra Barreto,Shelby Fenner,Danielle Hartnett,Peter Cilella,Robert Berson,",2004,{u'imdb': u'0838283'}
-1,25,Gargoyle (Gargoyle - Wings of Darkness),"{'dvd': '2004-10-26', 'theater': '2004-10-26'}","Michael Pare,Sandra Hess,Fintan McKeown,Kate Orsini,Tim Abell,",2004,{u'imdb': u'0963794'}
-1,76,Gung ju fuk sau gei (Beyond our Ken),"{'dvd': '2005-11-15', 'theater': '2004-12-31'}","Gillian Chung,Hong Tao,Daniel Wu,Jim Chim,Jimmy P. Wong,",2004,{u'imdb': u'0811080'}
-1,0,Gunter Grunwald: Der Botschafter des Guten Geschmacks,{'dvd': '2004-11-29'},,2004,{u'imdb': u'0430922'}
-1,14,Ghost Lake,"{'dvd': '2005-05-17', 'theater': '2005-05-17'}","Linda Brown,Rick Kesler,Gregory Lee Kenyon,Timothy Prindle,Tatum Adair,",2004,{u'imdb': u'0462499'}
-1,0,Girls Gone Wild - Mardi Gras 2K4,{'dvd': '2004-06-15'},,2004,{u'imdb': u'0976051'}
-1,0,Golden Games: The History of the Modern Olympic Games (1896-2000),{'dvd': '2004-07-20'},"Nadia Comaneci,Bruce Jenner,Jesse Owens,Mary Lou Retton,Mark Spitz,",2004,{u'imdb': u'0452608'}
-1,88,Gracie's Choice: A Story of Love,"{'dvd': '2005-01-18', 'theater': '2004-01-12'}","Kristen Bell,Anne Heche,Diane Ladd,Kristin Fairlie,Roberta Maxwell,",2004,{u'imdb': u'0799934'}
-1,0,Gentle Giant: Giant on the Box,{'theater': '2004-12-31'},"Gentle Giant,",2004,{u'imdb': u'0997047'}
82,72,Gilles' Wife (La Femme de Gilles),"{'dvd': '2006-08-08', 'theater': '2005-11-16'}","Emmanuelle Devos,Clovis Cornillac,Laura Smet,Alice Verlinden,Chloe Verlinden,",2004,{u'imdb': u'0887883'}
71,61,Gay Sex in the 70s,"{'dvd': '2006-06-06', 'theater': '2005-11-04'}","Alvin Baltrop,Barton Benes,Tom Bianchi,Scott Bromley,Mel Cheren,",2004,{u'imdb': u'0494652'}
-1,62,Gwishini Sanda (Ghost House),{'theater': '2004-09-17'},"Seung-won Cha,Seo-hee Jang,Hang-Seon Jang,Tae-yeong Son,",2004,{u'imdb': u'1034331'}
90,93,Head-On (Gegen die Wand),"{'dvd': '2005-09-13', 'theater': '2005-01-21'}","Birol ??nel,Sibel Kekilli,Catrin Striebeck,Given Kirac,Meltem Cumbul,",2004,{u'imdb': u'0959337'}
85,66,Gunner Palace,"{'dvd': '2005-06-28', 'theater': '2005-03-04'}",,2004,{u'imdb': u'0956038'}
-1,26,Gin chap hak mooi gwai (Black Rose Academy),{'theater': '2004-02-01'},"Gillian Chung,Charlene Choi,Ekin Cheng,Teresa Mo,Shiu Hung Hui,",2004,{u'imdb': u'0425413'}
-1,45,Girls from ABC (Garotas do ABC),{},"Michelle Valle,Selton Mello,Enio Concalves,Adriano Stuart,Antonio Pitanga,",2004,{u'imdb': u'1055366'}
-1,46,Gong wu (Jiang Hu) (Blood Brothers) (Triad Underworld) (Left Hand),"{'dvd': '2010-02-23', 'theater': '2004-05-01'}","Andy Lau,Jacky Cheung,Shawn Yue,Edison Chen,Chien-lien Wu,",2004,{u'imdb': u'1042877'}
76,74,Games of Love and Chance (L'Esquive),"{'dvd': '2006-04-18', 'theater': '2005-08-31'}","Osman Elkharraz,Sara Forestier,Sabrina Ouazani,Nanou Benhamou,Aurelie Ganito,",2004,{u'imdb': u'0978759'}
-1,100,Grain of Sand (Granito de Arena),{'theater': '2005-06-25'},"Eduardo Galeano,Maude Barlow,",2004,{u'imdb': u'1032755'}
-1,0,God in Government,"{'dvd': '2005-06-21', 'theater': '2004-09-01'}","Fareed Zakaria,Henry Waxman,Larry Keith,Madeleine Albright,",2004,{u'imdb': u'1031969'}
90,94,Hotel Rwanda,"{'dvd': '2005-04-12', 'theater': '2004-12-22'}","Don Cheadle,Sophie Okonedo,Joaquin Phoenix,Nick Nolte,Jean Reno,",2004,{u'imdb': u'1084950'}
23,58,Van Helsing,"{'dvd': '2004-10-19', 'theater': '2004-05-07'}",,2004,{u'imdb': u'0815241'}
81,65,Hellboy,"{'dvd': '2004-07-27', 'theater': '2004-04-02'}",,2004,{u'imdb': u'1139797'}
95,87,Hero,"{'dvd': '2004-11-30', 'theater': '2004-08-27'}","Jet Li,Maggie Cheung,Chen Daoming,Ziyi Zhang,Donnie Yen,",2004,{u'imdb': u'0425637'}
63,49,Starsky & Hutch,"{'dvd': '2004-07-20', 'theater': '2004-03-05'}",,2004,{u'imdb': u'0963194'}
62,76,I Heart Huckabees,"{'dvd': '2005-02-22', 'theater': '2004-10-01'}","Jason Schwartzman,Isabelle Huppert,Dustin Hoffman,Lily Tomlin,Jude Law,",2004,{u'imdb': u'0412536'}
47,65,Hidalgo,"{'dvd': '2004-08-03', 'theater': '2004-03-05'}","Viggo Mortensen,Omar Sharif,Louise Lombard,Said Taghmaoui,Peter Mensah,",2004,{u'imdb': u'1012804'}
23,61,Raising Helen,"{'dvd': '2004-10-12', 'theater': '2004-05-28'}","Kate Hudson,John Corbett,Joan Cusack,Hector Elizondo,Helen Mirren,",2004,
13,60,Haven,"{'dvd': '2006-12-26', 'theater': '2006-09-15'}","Orlando Bloom,Bill Paxton,Zoe Saldana,Anthony Mackie,Agnes Bruckner,",2004,{u'imdb': u'0405393'}
54,28,Home on the Range,"{'dvd': '2004-09-14', 'theater': '2004-04-02'}","Roseanne Barr,Judi Dench,Jennifer Tilly,Cuba Gooding Jr.,Randy Quaid,",2004,{u'imdb': u'0479528'}
-1,65,Halloweentown High (Halloweentown III),"{'dvd': '2005-09-13', 'theater': '2004-10-08'}","Clifton Davis,Judith Hoag,Debbie Reynolds,Michael  Flynn,Joey Zimmerman,",2004,{u'imdb': u'1017456'}
17,27,Hellraiser - Deader,"{'dvd': '2005-06-07', 'theater': '2005-06-07'}","Doug Bradley,Kari Wuhrer,Paul Rhys,Simon Kunz,Marc Warren,",2004,{u'imdb': u'1173745'}
10,74,House of D,"{'dvd': '2005-10-04', 'theater': '2004-05-07'}","Anton Yelchin,Tea Leoni,David Duchovny,Robin Williams,Erykah Badu,",2004,{u'imdb': u'0365675'}
-1,64,Helter Skelter,"{'dvd': '2004-10-19', 'theater': '2004-05-16'}",,2004,{u'imdb': u'1157705'}
15,62,Head in the Clouds,"{'dvd': '2005-01-25', 'theater': '2004-09-17'}","Charlize Theron,Penelope Cruz,Stuart Townsend,Thomas Kretschmann,Steven Berkoff,",2004,{u'imdb': u'0050512'}
64,75,Heights,"{'dvd': '2005-11-01', 'theater': '2005-01-24'}","Glenn Close,Elizabeth Banks,James Marsden,Jesse Bradford,Eric Bogosian,",2004,{u'imdb': u'1000771'}
41,36,"Hal i mitt hjarta, Ett (A Hole In My Heart)","{'dvd': '2005-12-06', 'theater': '2004-01-01'}","Thorsten Flinck,Bjorn Almroth,Sanna Brading,Goran Marjanovic,",2004,{u'imdb': u'0972883'}
-1,84,Hana to Alice (Hana & Alice),{'dvd': '2007-07-10'},"Anne Suzuki,Yu Aoi,Tomohiro Kaku,Sei Hiraizumi,Tae Kimura,",2004,{u'imdb': u'0995863'}
13,38,Highwaymen,"{'dvd': '2004-08-24', 'theater': '2004-02-13'}","Jim Caviezel,Rhona Mitra,Frankie Faison,Colm Feore,Andrea Roth,",2004,
17,70,Hair Show,"{'dvd': '2005-05-10', 'theater': '2004-10-15'}",,2004,
75,42,H.H. Holmes - America's First Serial Killer,"{'dvd': '2004-10-19', 'theater': '2004-10-26'}","Tony Jay,Audrey Welling,Beka,Cary Callison,Ed Bertagnoli,",2004,
-1,59,Haunted House,"{'dvd': '2004-12-21', 'theater': '2004-12-21'}","Anthony Cran,Derek Grauer,Dillon Jacobs,Jonathan Engel,Leah Paige,",2004,{u'imdb': u'1334272'}
-1,100,Holmes on Homes - Holmes for the Holidays,{'dvd': '2007-11-20'},,2004,{u'imdb': u'1129422'}
-1,0,"Howard Hughes - His Life, Loves and Films","{'dvd': '2004-12-07', 'theater': '2004-12-07'}",,2004,{u'imdb': u'1182937'}
-1,0,Hard Hat Harry - Trains and Helicopters,{'dvd': '2005-02-22'},,2004,{u'imdb': u'1050739'}
-1,40,H6: Diario de un asesino (H6: Diary of a Serial Killer),{'dvd': '2006-11-21'},"Fernando Acaso,Maria Jose Bausa,Martin Garrido Baron,Raquel Arenas,Sonia Moreno,",2004,{u'imdb': u'0975720'}
-1,60,Howard Hughes - The Real Aviator,"{'dvd': '2004-11-16', 'theater': '2004-09-06'}","Howard R. Hughes,Howard Hughes,",2004,{u'imdb': u'1174735'}
-1,27,Halfway House,"{'dvd': '2005-08-23', 'theater': '2004-02-14'}","Cleve Hall,Mary Woronov,Athena Demos,Janet Tracy Keijser,Shawn Savage,",2004,
-1,53,Haunted History of Halloween,{'dvd': '2005-04-26'},"Erik Rodenhiser,Jill Rogati,Harry Smith,",2004,
-1,0,Hard Hat Harry - Race Cars and Monster Trucks,{'dvd': '2005-02-22'},,2004,{u'imdb': u'0498311'}
-1,0,Hard Hat Harry - Boats and Ships and Airplanes,{'dvd': '2005-02-22'},,2004,{u'imdb': u'1052024'}
-1,0,"Harry Connick, Jr. - Harry for the Holidays",{'dvd': '2004-11-02'},"Harry Connick Jr.,",2004,{u'imdb': u'1136684'}
-1,0,Hip Hope Hits 2005,"{'dvd': '2004-08-24', 'theater': '2004-12-31'}","4th Avenue Jones,Cross Movement,GRITS,Ill Harmonics,John Reuben,",2004,{u'imdb': u'1065332'}
-1,0,Heroes of Latin Hip Hop,"{'dvd': '2004-11-16', 'theater': '2004-12-31'}","Busta Rhymes,Cypress Hill,Kid Frost,Mellow Man Ace,",2004,{u'imdb': u'1270113'}
-1,0,Hooked On Fly Tying - Spinning Deer Hair with Chris Helm,{'dvd': '1994-05-03'},,2004,
-1,0,Hip Hope Hits 2005,{'dvd': '2004-08-24'},"4th Avenue Jones,Cross Movement,GRITS,Ill Harmonics,John Reuben,",2004,{u'imdb': u'1273675'}
-1,0,Hooked on Hummingbirds,{'dvd': '2004-05-24'},,2004,{u'imdb': u'1151923'}
-1,0,Hard Hat Harry - Farm and Space Adventures,{'dvd': '2005-02-22'},,2004,{u'imdb': u'1230165'}
-1,0,Hard Hat Harry - Trucks and Fire Trucks,{'dvd': '2005-02-22'},,2004,
-1,0,Hard Hat Harry - Real Life Rescue and Police Cars,{'dvd': '2005-02-22'},,2004,{u'imdb': u'0798733'}
